ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Author-Processed,Book-Publisher-Processed,Book-Title-Processed,Book-Info,Book-Vector,Year-Of-Publication-Group,Year-Of-Publication-Group-Encoded
0609808249,Knitlit: Sweaters and Their Stories...and Other Writing About Knitting,Linda Roghaar,2002.0,Three Rivers Press (CA),linda roghaar,three rivers press ca,knitlit sweater story writing knitting,Knitlit: Sweaters and Their Stories...and Other Writing About Knitting by Linda Roghaar,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0062515888,A Year of Living Consciously : 365 Daily Inspirations for Creating a Life of Passion and Purpose,Gay Hendricks,1999.0,HarperSanFrancisco,gay hendricks,harpersanfrancisco,year living consciously 365 daily inspiration creating life passion purpose,A Year of Living Consciously : 365 Daily Inspirations for Creating a Life of Passion and Purpose by Gay Hendricks,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0201354632,JavaScript for the World Wide Web: Visual QuickStart Guide (3rd Edition),Tom Negrino,1999.0,Peachpit Press,tom negrino,peachpit press,javascript world wide web visual quickstart guide 3rd edition,JavaScript for the World Wide Web: Visual QuickStart Guide (3rd Edition) by Tom Negrino,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
1565925157,Web Design in a Nutshell : A Desktop Quick Reference,Jennifer Niederst,1998.0,O'Reilly,jennifer niederst,oreilly,web design nutshell desktop quick reference,Web Design in a Nutshell : A Desktop Quick Reference by Jennifer Niederst,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
155166738X,The Highlander,Elaine Coffman,2003.0,Mira Books,elaine coffman,mira books,highlander,The Highlander by Elaine Coffman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001.0,Perennial,debra ginsberg,perennial,waiting true confession waitress,Waiting: The True Confessions of a Waitress by Debra Ginsberg,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
3423117370,Fool on the Hill. Roman.,Matt Ruff,1993.0,Dtv,matt ruff,dtv,fool hill roman,Fool on the Hill. Roman. by Matt Ruff,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0062514628,A Orillas de Rio Piedra Me Sente y Llore,Paulo Coelho,1996.0,Rayo,paulo coelho,rayo,orillas de rio piedra sente llore,A Orillas de Rio Piedra Me Sente y Llore by Paulo Coelho,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060011939,Veronika Decide Morir,Paulo Coelho,2001.0,Rayo,paulo coelho,rayo,veronika decide morir,Veronika Decide Morir by Paulo Coelho,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1575668807,Maggie Needs an Alibi,Kasey Michaels,2003.0,Kensington Publishing Corporation,kasey michaels,kensington publishing corporation,maggie need alibi,Maggie Needs an Alibi by Kasey Michaels,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0446676101,Lilith's Brood,Octavia E. Butler,2000.0,Aspect,octavia e butler,aspect,lilith brood,Lilith's Brood by Octavia E. Butler,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0679729577,Friend of My Youth: Stories (Vintage Contemporaries),Alice Munro,1991.0,Vintage Books USA,alice munro,vintage books usa,friend youth story vintage contemporary,Friend of My Youth: Stories (Vintage Contemporaries) by Alice Munro,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
9580464162,Historias de Amor,Rubem Fonseca,2001.0,Norma,rubem fonseca,norma,historias de amor,Historias de Amor by Rubem Fonseca,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0486414108,Song of Myself (Dover Thrift Editions),Walt Whitman,2001.0,Dover Publications,walt whitman,dover publications,song dover thrift edition,Song of Myself (Dover Thrift Editions) by Walt Whitman,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0752837192,The Godfather OME,Owen Whittaker,2000.0,Orion Publishing Co,owen whittaker,orion publishing co,godfather ome,The Godfather OME by Owen Whittaker,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0671867865,Through Time Into Healing,Brian L. Weiss,1993.0,Fireside,brian l weiss,fireside,time healing,Through Time Into Healing by Brian L. Weiss,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553227971,Far Pavilions,M. M. Kaye,1984.0,Bantam Books,m m kaye,bantam books,far pavilion,Far Pavilions by M. M. Kaye,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0330352962,Altar Ego,Kathy Lette,1996.0,Pan Books Ltd,kathy lette,pan books ltd,altar ego,Altar Ego by Kathy Lette,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
2253010219,Le Crime de l'Orient-Express,Agatha Christie,2001.0,LGF,agatha christie,lgf,le crime de l orient express,Le Crime de l'Orient-Express by Agatha Christie,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440215935,Hunter's Moon,Karen Robards,1996.0,Dell Publishing Company,karen robards,dell publishing company,hunter moon,Hunter's Moon by Karen Robards,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380797151,Deepdrive,Alexander Jablokov,1999.0,Eos,alexander jablokov,eos,deepdrive,Deepdrive by Alexander Jablokov,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451197364,Crota,Owl Goingback,1998.0,Signet Book,owl goingback,signet books,crota,Crota by Owl Goingback,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0446676071,Message in a Bottle,Nicholas Sparks,1999.0,Warner Books,nicholas sparks,warner books,message bottle,Message in a Bottle by Nicholas Sparks,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380001225,84 Charing Cross Road,Helene Hanff,1987.0,Avon Books,helene hanff,avon books,84 charing cross road,84 Charing Cross Road by Helene Hanff,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0553204564,All Things Bright and Beautiful,James Herriot,1981.0,Bantam Doubleday Dell,james herriot,bantam doubleday dell,thing bright beautiful,All Things Bright and Beautiful by James Herriot,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0671695886,Desert Solitaire,Edward Abbey,1990.0,Touchstone,edward abbey,touchstone,desert solitaire,Desert Solitaire by Edward Abbey,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0743225805,21 Dog Years : Doing Time @ Amazon.com,Mike Daisey,2002.0,Free Press,mike daisey,free press,21 dog year time amazon com,21 Dog Years : Doing Time @ Amazon.com by Mike Daisey,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0312962118,Snow Wolf,Glenn Meade,1997.0,St. Martin's Press,glenn meade,st martins press,snow wolf,Snow Wolf by Glenn Meade,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0553142003,Princess Daisy,Judith Krantz,1984.0,Bantam Doubleday Dell,judith krantz,bantam doubleday dell,princess daisy,Princess Daisy by Judith Krantz,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
051513175X,The Descent,Jeff Long,2001.0,Jove Books,jeff long,jove books,descent,The Descent by Jeff Long,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
2070369218,Memoires D'Hadrien: Carnets De Notes De Memoires D'Hadrien (Folio Series No 921),Marguerite Yourcenar,1974.0,Distribooks Inc,marguerite yourcenar,distribooks inc,memoires hadrien carnets de note de memoires hadrien folio series 921,Memoires D'Hadrien: Carnets De Notes De Memoires D'Hadrien (Folio Series No 921) by Marguerite Yourcenar,[0. 0. 0. ... 0. 0. 0.],"(1969, 1979]",5
0451185501,Bone Deep,Darian North,1996.0,Onyx Books,darian north,onyx books,bone deep,Bone Deep by Darian North,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0451194691,Wild Highland Home,Alexandra Raife,1998.0,Signet Book,alexandra raife,signet books,wild highland home,Wild Highland Home by Alexandra Raife,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0552147427,Waiting for Godalming,Robert Rankin,2001.0,Corgi Books,robert rankin,corgi books,waiting godalming,Waiting for Godalming by Robert Rankin,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004.0,Miramax,plum sykes,miramax,bergdorf blonde novel,Bergdorf Blondes : A Novel by Plum Sykes,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995.0,Puffin Books,charlotte bronte,puffin books,jane eyre puffin classic,Jane Eyre (Puffin Classics) by Charlotte Bronte,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0385730713,Hawksong : The Kiesha'ra: Volume One,AMELIA ATWATER-RHODES,2003.0,Delacorte Books for Young Readers,amelia atwater rhodes,delacorte books for young readers,hawksong kiesha ra volume one,Hawksong : The Kiesha'ra: Volume One by AMELIA ATWATER-RHODES,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385327935,Shattered Mirror,Amelia Atwater-Rhodes,2001.0,Delacorte Press,amelia atwater rhodes,delacorte press,shattered mirror,Shattered Mirror by Amelia Atwater-Rhodes,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
038532720X,Demon in My View,Amelia Atwater-Rhodes,2000.0,Delacorte Press,amelia atwater rhodes,delacorte press,demon view,Demon in My View by Amelia Atwater-Rhodes,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000.0,Laurel-Leaf Books,amelia atwater rhodes,laurel leaf books,forest night laurel leaf book,In the Forests of the Night (Laurel Leaf Books) by Amelia Atwater-Rhodes,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003.0,Vintage Books Canada,carol shields,vintage books canada,dropped thread 2 told,Dropped Threads 2: More of What We Aren't Told by Carol Shields,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553288733,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4),Ursula K. Le Guin,1991.0,Bantam,ursula k leguin,bantam,tehanu last book earthsea earthsea tetrology 4,Tehanu: The Last Book Of Earthsea (Earthsea  Tetrology #4) by Ursula K. Le Guin,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0671744062,FIREBRAND,Marion Zimmer Bradley,1991.0,Pocket,marion zimmer bradley,pocket,firebrand,FIREBRAND by Marion Zimmer Bradley,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
055325121X,The Uplift War (Uplift Trilogy),David Brin,1987.0,Spectra Books,david brin,spectra books,uplift war uplift trilogy,The Uplift War (Uplift Trilogy) by David Brin,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0140032215,Travels with My Aunt,Graham Greene,1972.0,Penguin Books Ltd,graham greene,penguin books ltd,travel aunt,Travels with My Aunt by Graham Greene,[0. 0. 0. ... 0. 0. 0.],"(1969, 1979]",5
0002261820,One for My Baby,Tony Parsons,2001.0,HarperCollins Publishers,tony parsons,harpercollins publishers,one baby,One for My Baby by Tony Parsons,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0767906632,Life Makeovers,CHERYL RICHARDSON,2000.0,Broadway Books,cheryl richardson,broadway books,life makeover,Life Makeovers by CHERYL RICHARDSON,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385334621,The Greatest Generation,TOM BROKAW,2001.0,Delta,tom brokaw,delta,greatest generation,The Greatest Generation by TOM BROKAW,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0312854315,The Shadow Rising : Book Four of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1992.0,Tor Books,robert jordan,tor books,shadow rising book four wheel time wheel time,The Shadow Rising : Book Four of 'The Wheel of Time' (Wheel of Time) by Robert Jordan,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0062516329,"Spiral Dance, The - 20th Anniversary : A Rebirth of the Ancient Religion of the Goddess: 20th Anniversary Edition",Starhawk,1999.0,HarperSanFrancisco,starhawk,harpersanfrancisco,spiral dance 20th anniversary rebirth ancient religion goddess 20th anniversary edition,"Spiral Dance, The - 20th Anniversary : A Rebirth of the Ancient Religion of the Goddess: 20th Anniversary Edition by Starhawk",[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0425089037,The Thirteen Problems (The Tuesday Club Murders),Agatha Christie,1999.0,Berkley Publishing Group,agatha christie,berkley publishing group,thirteen problem tuesday club murder,The Thirteen Problems (The Tuesday Club Murders) by Agatha Christie,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0446353930,Best Kept Secrets,Sandra Brown,1989.0,Warner Books,sandra brown,warner books,best kept secret,Best Kept Secrets by Sandra Brown,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0670888702,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Hardcover)),Martha Grimes,1999.0,Viking Books,martha grimes,viking books,lamorna wink richard jury mystery richard jury mystery hardcover,The Lamorna Wink: A Richard Jury Mystery (Richard Jury Mysteries (Hardcover)) by Martha Grimes,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0394800184,Are You My Mother?,Philip D. Eastman,1960.0,Random House Children's Books,philip d eastman,random house childrens books,mother,Are You My Mother? by Philip D. Eastman,[0. 0. 0. ... 0. 0. 0.],"(1959, 1969]",4
0684856085,The Last Great Dance on Earth,Sandra Gulland,2000.0,Touchstone,sandra gulland,touchstone,last great dance earth,The Last Great Dance on Earth by Sandra Gulland,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0395282659,The Hobbit,J. R. R. Tolkien,1988.0,Houghton Mifflin Co,j r r tolkien,houghton mifflin co,hobbit,The Hobbit by J. R. R. Tolkien,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0060913061,Collected Stories,Gabriel Garcia Marquez,1994.0,Perennial,gabriel garcia marquez,perennial,collected story,Collected Stories by Gabriel Garcia Marquez,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0060559128,"Holy Fools : A Novel (Harris, Joanne)",Joanne Harris,2004.0,William Morrow,joanne harris,william morrow,holy fool novel harris joanne,"Holy Fools : A Novel (Harris, Joanne) by Joanne Harris",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0142003697,Michelangelo and the Pope's Ceiling,Ross King,2003.0,Penguin Books,ross king,penguin books,michelangelo pope ceiling,Michelangelo and the Pope's Ceiling by Ross King,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0020442807,The Chronicles of Narnia Set,C. S. Lewis,1982.0,MacMillan Publishing Company.,c s lewis,macmillan publishing company,chronicle narnia set,The Chronicles of Narnia Set by C. S. Lewis,[0. 0. 0. ... 0. 0. 0.],"(1979, 1989]",6
0156007193,The Peppered Moth,Margaret Drabble,2002.0,Harvest Books,margaret drabble,harvest books,peppered moth,The Peppered Moth by Margaret Drabble,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0842335714,The Last Sin Eater,Francine Rivers,1999.0,Tyndale House Publishers,francine rivers,tyndale house putlishers,last sin eater,The Last Sin Eater by Francine Rivers,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0380709953,Sherwood,Parke Godwin,1995.0,Harper Mass Market Paperbacks (Mm),parke godwin,harper mass market paperbacks mm,sherwood,Sherwood by Parke Godwin,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
2020564777,Bouquiner : Autobiobibliographie,Annie FranÃ?ÃÂ§ois,2002.0,Seuil,annie fran    ois,seuil,bouquiner autobiobibliographie,Bouquiner : Autobiobibliographie by Annie FranÃ?ÃÂ§ois,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0812522966,Finder,Emma Bull,1995.0,Tor Books (Mm),emma bull,tor books mm,finder,Finder by Emma Bull,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0812540220,The Free Lunch,Spider Robinson,2002.0,Tor Science Fiction,spider robinson,tor science fiction,free lunch,The Free Lunch by Spider Robinson,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0689845332,Tehanu : The Earthsea Cycle,Ursula K. Le Guin,2001.0,Simon Pulse,ursula k leguin,simon pulse,tehanu earthsea cycle,Tehanu : The Earthsea Cycle by Ursula K. Le Guin,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
3423118261,GrÃ?ÃÂ¼n ist die Hoffnung. Eine Pastorale.,Tom Coraghessan Boyle,1993.0,Dtv,tom coraghessan boyle,dtv,gr n ist die hoffnung eine pastorale,GrÃ?ÃÂ¼n ist die Hoffnung. Eine Pastorale. by Tom Coraghessan Boyle,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0747553181,The Battersea Park Road to Enlightenment,Isabel Losada,2001.0,Bloomsbury,isabel losada,bloomsbury,battersea park road enlightenment,The Battersea Park Road to Enlightenment by Isabel Losada,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0385333846,Slaughterhouse-Five,KURT VONNEGUT,1999.0,Delta,kurt vonnegut,delta,slaughterhouse five,Slaughterhouse-Five by KURT VONNEGUT,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
3257230478,Die Physiker,Friedrich Duerrenmatt,2001.0,Distribooks Inc,friedrich duerrenmatt,distribooks inc,die physiker,Die Physiker by Friedrich Duerrenmatt,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
3404130359,Cujo.,Stephen King,2003.0,LÃ?ÃÂ¼bbe,stephen king,l    bbe,cujo,Cujo. by Stephen King,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0552139246,The Greatest Show Off Earth,Robert Rankin,1995.0,Bantam Pr Ltd,robert rankin,bantam pr ltd,greatest show earth,The Greatest Show Off Earth by Robert Rankin,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0006550649,Cocaine Nights,J G Ballard,1993.0,Flamingo,j g ballard,flamingo,cocaine night,Cocaine Nights by J G Ballard,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0006512674,Spares,Michael Marsh Smith,1998.0,Harper Collins Publishers,michael marsh smith,harpercollins publisher,spare,Spares by Michael Marsh Smith,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0141302690,Someone Like You,Sarah Dessen,2000.0,Puffin Books,sarah dessen,puffin books,someone like,Someone Like You by Sarah Dessen,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
1551661586,Witchcraft,Jayne Ann Krentz,1996.0,Mira,jayne ann krentz,mira,witchcraft,Witchcraft by Jayne Ann Krentz,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0312970072,Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback)),Charles Osborne,1999.0,St. Martin's Press,charles osborne,st martins press,black coffee hercule poirot novel hercule poirot mystery paperback,Black Coffee: A Hercule Poirot Novel (Hercule Poirot Mysteries (Paperback)) by Charles Osborne,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
088396631X,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U",Susan Polis Schutz,2001.0,Blue Mountain Arts,susan polis schutz,blue mountain arts,one world one heart everyone basic need emotion must put aside difference come together one peace u,"The One World, One Heart: Everyone Has the Same Basic Needs and Emotions. We Must Put Aside Our Differences and Come Together as One in Peace, U by Susan Polis Schutz",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0553568159,Star Wars: Tales from Jabba's Palace (Star Wars (Random House Paperback)),Kevin J. Anderson,1996.0,Spectra Books,kevin j anderson,spectra books,star war tale jabba palace star war random house paperback,Star Wars: Tales from Jabba's Palace (Star Wars (Random House Paperback)) by Kevin J. Anderson,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0446315176,An Unsuitable Job for a Woman,P. D. James,1992.0,Warner Books (Mm),p d james,warner books mm,unsuitable job woman,An Unsuitable Job for a Woman by P. D. James,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0425127931,The Damnation Game,Clive Barker,1990.0,Jove Books,clive barker,jove books,damnation game,The Damnation Game by Clive Barker,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0743436768,Path of the Assassin,Brad Thor,2003.0,Pocket Star,brad thor,pocket star,path assassin,Path of the Assassin by Brad Thor,[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0380763621,In the Midst of Death (Matthew Scudder Mysteries (Paperback)),Lawrence Block,1992.0,Avon,lawrence block,avon,midst death matthew scudder mystery paperback,In the Midst of Death (Matthew Scudder Mysteries (Paperback)) by Lawrence Block,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000.0,Tor Fantasy,terry goodkind,tor fantasy,soul fire sword truth book 5,"Soul of the Fire (Sword of Truth, Book 5) by Terry Goodkind",[0. 0. 0. ... 0. 0. 0.],"(1999, 2009]",8
0684830272,The SEA HUNTERS,Clive Cussler,1996.0,Simon & Schuster,clive cussler,simon schuster,sea hunter,The SEA HUNTERS by Clive Cussler,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
0449212661,Nerve,Dick Francis,1990.0,Fawcett Books,dick francis,fawcett books,nerve,Nerve by Dick Francis,[0. 0. 0. ... 0. 0. 0.],"(1989, 1999]",7
